,customer_id,address,postcode,state,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,owns_car,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,name,year,month,day,day_of_week,quarter,age,total_profit,age_range,adresses,lat,long
15961,2785,677 Golden Leaf Junction,4054,Queensland,Gennifer,Baily,Female,9,1981-07-31,Human Resources Manager,Financial Services,No,11671,20,2017-11-15,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,Gennifer Baily,2017,11,15,Wednesday,2017Q4,41,195.33999999999992,40-49,4054 Queensland Australia,-27.4119662,152.9549828
15962,2785,677 Golden Leaf Junction,4054,Queensland,Gennifer,Baily,Female,9,1981-07-31,Human Resources Manager,Financial Services,No,9366,5,2017-09-13,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,Gennifer Baily,2017,9,13,Wednesday,2017Q3,41,114.93,40-49,4054 Queensland Australia,-27.4119662,152.9549828
15963,2785,677 Golden Leaf Junction,4054,Queensland,Gennifer,Baily,Female,9,1981-07-31,Human Resources Manager,Financial Services,No,14098,38,2017-06-24,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,Gennifer Baily,2017,6,24,Saturday,2017Q2,41,751.02,40-49,4054 Queensland Australia,-27.4119662,152.9549828
15964,2785,677 Golden Leaf Junction,4054,Queensland,Gennifer,Baily,Female,9,1981-07-31,Human Resources Manager,Financial Services,No,10937,1,2017-06-16,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Gennifer Baily,2017,6,16,Friday,2017Q2,41,448.67999999999995,40-49,4054 Queensland Australia,-27.4119662,152.9549828
15965,2785,677 Golden Leaf Junction,4054,Queensland,Gennifer,Baily,Female,9,1981-07-31,Human Resources Manager,Financial Services,No,15677,3,2017-04-10,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,Gennifer Baily,2017,4,10,Monday,2017Q2,41,1702.5499999999997,40-49,4054 Queensland Australia,-27.4119662,152.9549828
15966,2785,677 Golden Leaf Junction,4054,Queensland,Gennifer,Baily,Female,9,1981-07-31,Human Resources Manager,Financial Services,No,5854,42,2017-01-21,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,Gennifer Baily,2017,1,21,Saturday,2017Q1,41,199.0999999999999,40-49,4054 Queensland Australia,-27.4119662,152.9549828
15967,2786,59901 Bartelt Terrace,4069,Queensland,Hubie,Bottoner,Male,94,1968-01-21,Accountant III,Health,Yes,11109,91,2017-12-27,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,Hubie Bottoner,2017,12,27,Wednesday,2017Q4,55,25.08999999999999,50-59,4069 Queensland Australia,-27.5020161,152.8970569
15968,2786,59901 Bartelt Terrace,4069,Queensland,Hubie,Bottoner,Male,94,1968-01-21,Accountant III,Health,Yes,10333,45,2017-12-13,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,Hubie Bottoner,2017,12,13,Wednesday,2017Q4,55,356.5,50-59,4069 Queensland Australia,-27.5020161,152.8970569
15969,2786,59901 Bartelt Terrace,4069,Queensland,Hubie,Bottoner,Male,94,1968-01-21,Accountant III,Health,Yes,1137,12,2017-04-11,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,Hubie Bottoner,2017,4,11,Tuesday,2017Q2,55,1069.5500000000002,50-59,4069 Queensland Australia,-27.5020161,152.8970569
15970,2786,59901 Bartelt Terrace,4069,Queensland,Hubie,Bottoner,Male,94,1968-01-21,Accountant III,Health,Yes,16246,84,2017-04-06,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,Hubie Bottoner,2017,4,6,Thursday,2017Q2,55,75.48000000000002,50-59,4069 Queensland Australia,-27.5020161,152.8970569
15971,2786,59901 Bartelt Terrace,4069,Queensland,Hubie,Bottoner,Male,94,1968-01-21,Accountant III,Health,Yes,13770,78,2017-02-27,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,Hubie Bottoner,2017,2,27,Monday,2017Q1,55,1055.82,50-59,4069 Queensland Australia,-27.5020161,152.8970569
15972,2786,59901 Bartelt Terrace,4069,Queensland,Hubie,Bottoner,Male,94,1968-01-21,Accountant III,Health,Yes,2471,29,2017-01-06,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,Hubie Bottoner,2017,1,6,Friday,2017Q1,55,135.84999999999997,50-59,4069 Queensland Australia,-27.5020161,152.8970569
15979,2788,282 Esker Crossing,3150,Victoria,Melantha,Pickburn,Female,45,1968-08-06,Worker,Health,No,12335,83,2017-11-16,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,Melantha Pickburn,2017,11,16,Thursday,2017Q4,54,1408.91,50-59,3150 Victoria Australia,-37.8921876,145.1706992
15980,2788,282 Esker Crossing,3150,Victoria,Melantha,Pickburn,Female,45,1968-08-06,Worker,Health,No,14772,60,2017-10-22,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,Melantha Pickburn,2017,10,22,Sunday,2017Q4,54,217.51,50-59,3150 Victoria Australia,-37.8921876,145.1706992
15981,2788,282 Esker Crossing,3150,Victoria,Melantha,Pickburn,Female,45,1968-08-06,Worker,Health,No,10713,39,2017-09-02,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,Melantha Pickburn,2017,9,2,Saturday,2017Q3,54,1230.27,50-59,3150 Victoria Australia,-37.8921876,145.1706992
15982,2788,282 Esker Crossing,3150,Victoria,Melantha,Pickburn,Female,45,1968-08-06,Worker,Health,No,6967,79,2017-08-01,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,Melantha Pickburn,2017,8,1,Tuesday,2017Q3,54,737.5699999999999,50-59,3150 Victoria Australia,-37.8921876,145.1706992
15983,2788,282 Esker Crossing,3150,Victoria,Melantha,Pickburn,Female,45,1968-08-06,Worker,Health,No,3544,30,2017-07-29,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,Melantha Pickburn,2017,7,29,Saturday,2017Q3,54,299.27,50-59,3150 Victoria Australia,-37.8921876,145.1706992
15984,2788,282 Esker Crossing,3150,Victoria,Melantha,Pickburn,Female,45,1968-08-06,Worker,Health,No,4939,75,2017-05-10,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,Melantha Pickburn,2017,5,10,Wednesday,2017Q2,54,1010.02,50-59,3150 Victoria Australia,-37.8921876,145.1706992
15985,2788,282 Esker Crossing,3150,Victoria,Melantha,Pickburn,Female,45,1968-08-06,Worker,Health,No,7828,56,2017-04-08,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,Melantha Pickburn,2017,4,8,Saturday,2017Q2,54,45.96000000000001,50-59,3150 Victoria Australia,-37.8921876,145.1706992
15986,2788,282 Esker Crossing,3150,Victoria,Melantha,Pickburn,Female,45,1968-08-06,Worker,Health,No,4961,28,2017-02-09,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,Melantha Pickburn,2017,2,9,Thursday,2017Q1,54,133.7800000000002,50-59,3150 Victoria Australia,-37.8921876,145.1706992
15987,2788,282 Esker Crossing,3150,Victoria,Melantha,Pickburn,Female,45,1968-08-06,Worker,Health,No,13679,24,2017-02-03,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,Melantha Pickburn,2017,2,3,Friday,2017Q1,54,957.02,50-59,3150 Victoria Australia,-37.8921876,145.1706992
15988,2788,282 Esker Crossing,3150,Victoria,Melantha,Pickburn,Female,45,1968-08-06,Worker,Health,No,16245,83,2017-01-25,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,Melantha Pickburn,2017,1,25,Wednesday,2017Q1,54,1408.91,50-59,3150 Victoria Australia,-37.8921876,145.1706992
15989,2788,282 Esker Crossing,3150,Victoria,Melantha,Pickburn,Female,45,1968-08-06,Worker,Health,No,14798,73,2017-01-20,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,Melantha Pickburn,2017,1,20,Friday,2017Q1,54,1612.25,50-59,3150 Victoria Australia,-37.8921876,145.1706992
15990,2789,724 West Park,2112,New South Wales,Violetta,Bucksey,Female,66,1992-11-30,Senior Editor,Financial Services,Yes,17966,17,2017-12-06,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,Violetta Bucksey,2017,12,6,Wednesday,2017Q4,30,409.8600000000001,30-39,2112 New South Wales Australia,-33.807991,151.1111936
15991,2789,724 West Park,2112,New South Wales,Violetta,Bucksey,Female,66,1992-11-30,Senior Editor,Financial Services,Yes,18462,80,2017-06-20,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,Violetta Bucksey,2017,6,20,Tuesday,2017Q2,30,139.2299999999999,30-39,2112 New South Wales Australia,-33.807991,151.1111936
15992,2790,942 Elmside Street,2763,New South Wales,Shirleen,Shelsher,Female,16,1977-12-01,Account Representative IV,Retail,Yes,10301,67,2017-10-14,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,Shirleen Shelsher,2017,10,14,Saturday,2017Q4,45,690.49,40-49,2763 New South Wales Australia,-33.7206583,150.8900145
15993,2790,942 Elmside Street,2763,New South Wales,Shirleen,Shelsher,Female,16,1977-12-01,Account Representative IV,Retail,Yes,12875,0,2017-07-03,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,Shirleen Shelsher,2017,7,3,Monday,2017Q3,45,167.20999999999998,40-49,2763 New South Wales Australia,-33.7206583,150.8900145
15994,2790,942 Elmside Street,2763,New South Wales,Shirleen,Shelsher,Female,16,1977-12-01,Account Representative IV,Retail,Yes,1929,0,2017-02-12,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,Shirleen Shelsher,2017,2,12,Sunday,2017Q1,45,45.96000000000001,40-49,2763 New South Wales Australia,-33.7206583,150.8900145
15995,2791,11 Manufacturers Junction,2170,New South Wales,Dew,Lavrinov,Male,72,1988-04-12,Financial Advisor,Financial Services,No,5624,3,2017-12-16,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,Dew Lavrinov,2017,12,16,Saturday,2017Q4,35,1702.5499999999997,30-39,2170 New South Wales Australia,-33.9477825,150.9190988
15996,2791,11 Manufacturers Junction,2170,New South Wales,Dew,Lavrinov,Male,72,1988-04-12,Financial Advisor,Financial Services,No,17471,80,2017-12-07,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,Dew Lavrinov,2017,12,7,Thursday,2017Q4,35,139.2299999999999,30-39,2170 New South Wales Australia,-33.9477825,150.9190988
15998,2791,11 Manufacturers Junction,2170,New South Wales,Dew,Lavrinov,Male,72,1988-04-12,Financial Advisor,Financial Services,No,10441,93,2017-10-15,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,Dew Lavrinov,2017,10,15,Sunday,2017Q4,35,834.9399999999999,30-39,2170 New South Wales Australia,-33.9477825,150.9190988
15999,2791,11 Manufacturers Junction,2170,New South Wales,Dew,Lavrinov,Male,72,1988-04-12,Financial Advisor,Financial Services,No,3842,68,2017-06-02,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,Dew Lavrinov,2017,6,2,Friday,2017Q2,35,1592.19,30-39,2170 New South Wales Australia,-33.9477825,150.9190988
16000,2791,11 Manufacturers Junction,2170,New South Wales,Dew,Lavrinov,Male,72,1988-04-12,Financial Advisor,Financial Services,No,3924,15,2017-06-02,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,Dew Lavrinov,2017,6,2,Friday,2017Q2,35,209.84000000000003,30-39,2170 New South Wales Australia,-33.9477825,150.9190988
16001,2791,11 Manufacturers Junction,2170,New South Wales,Dew,Lavrinov,Male,72,1988-04-12,Financial Advisor,Financial Services,No,5533,83,2017-05-16,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,Dew Lavrinov,2017,5,16,Tuesday,2017Q2,35,1408.91,30-39,2170 New South Wales Australia,-33.9477825,150.9190988
16002,2792,03 Ohio Lane,3081,Victoria,Jocelyne,Darben,Female,22,1964-03-02,Web Developer,Financial Services,Yes,4490,82,2017-05-26,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,Jocelyne Darben,2017,5,26,Friday,2017Q2,59,459.46000000000015,50-59,3081 Victoria Australia,-37.7417753,145.0438252
16003,2792,03 Ohio Lane,3081,Victoria,Jocelyne,Darben,Female,22,1964-03-02,Web Developer,Financial Services,Yes,2823,42,2017-03-18,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,Jocelyne Darben,2017,3,18,Saturday,2017Q1,59,199.0999999999999,50-59,3081 Victoria Australia,-37.7417753,145.0438252
16004,2792,03 Ohio Lane,3081,Victoria,Jocelyne,Darben,Female,22,1964-03-02,Web Developer,Financial Services,Yes,2381,39,2017-01-18,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,Jocelyne Darben,2017,1,18,Wednesday,2017Q1,59,1230.27,50-59,3081 Victoria Australia,-37.7417753,145.0438252
16005,2793,19 Del Mar Avenue,3058,Victoria,Mead,Corkell,Male,77,1971-06-16,Research Nurse,Health,Yes,19312,47,2017-11-26,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,Mead Corkell,2017,11,26,Sunday,2017Q4,52,189.27999999999997,50-59,3058 Victoria Australia,-37.7343488,144.9666905
16006,2793,19 Del Mar Avenue,3058,Victoria,Mead,Corkell,Male,77,1971-06-16,Research Nurse,Health,Yes,7348,29,2017-11-06,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,Mead Corkell,2017,11,6,Monday,2017Q4,52,135.84999999999997,50-59,3058 Victoria Australia,-37.7343488,144.9666905
16007,2793,19 Del Mar Avenue,3058,Victoria,Mead,Corkell,Male,77,1971-06-16,Research Nurse,Health,Yes,10825,25,2017-10-15,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,Mead Corkell,2017,10,15,Sunday,2017Q4,52,709.34,50-59,3058 Victoria Australia,-37.7343488,144.9666905
16008,2793,19 Del Mar Avenue,3058,Victoria,Mead,Corkell,Male,77,1971-06-16,Research Nurse,Health,Yes,6444,1,2017-10-12,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Mead Corkell,2017,10,12,Thursday,2017Q4,52,448.67999999999995,50-59,3058 Victoria Australia,-37.7343488,144.9666905
16009,2793,19 Del Mar Avenue,3058,Victoria,Mead,Corkell,Male,77,1971-06-16,Research Nurse,Health,Yes,18964,28,2017-08-12,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,Mead Corkell,2017,8,12,Saturday,2017Q3,52,133.7800000000002,50-59,3058 Victoria Australia,-37.7343488,144.9666905
16011,2793,19 Del Mar Avenue,3058,Victoria,Mead,Corkell,Male,77,1971-06-16,Research Nurse,Health,Yes,14955,75,2017-03-06,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,Mead Corkell,2017,3,6,Monday,2017Q1,52,1010.02,50-59,3058 Victoria Australia,-37.7343488,144.9666905
16012,2793,19 Del Mar Avenue,3058,Victoria,Mead,Corkell,Male,77,1971-06-16,Research Nurse,Health,Yes,12573,10,2017-02-14,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,Mead Corkell,2017,2,14,Tuesday,2017Q1,52,1103.43,50-59,3058 Victoria Australia,-37.7343488,144.9666905
16013,2794,01209 Southridge Hill,2216,New South Wales,Megen,Lorenc,Female,41,1975-11-06,Worker,Health,Yes,3354,67,2017-12-25,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,Megen Lorenc,2017,12,25,Monday,2017Q4,47,167.20999999999998,40-49,2216 New South Wales Australia,-33.9531396,151.1490585
16014,2794,01209 Southridge Hill,2216,New South Wales,Megen,Lorenc,Female,41,1975-11-06,Worker,Health,Yes,18405,54,2017-11-03,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,Megen Lorenc,2017,11,3,Friday,2017Q4,47,1279.3999999999999,40-49,2216 New South Wales Australia,-33.9531396,151.1490585
16015,2794,01209 Southridge Hill,2216,New South Wales,Megen,Lorenc,Female,41,1975-11-06,Worker,Health,Yes,2427,50,2017-09-27,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,Megen Lorenc,2017,9,27,Wednesday,2017Q3,47,43.97,40-49,2216 New South Wales Australia,-33.9531396,151.1490585
16016,2794,01209 Southridge Hill,2216,New South Wales,Megen,Lorenc,Female,41,1975-11-06,Worker,Health,Yes,462,62,2017-09-05,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,Megen Lorenc,2017,9,5,Tuesday,2017Q3,47,179.44,40-49,2216 New South Wales Australia,-33.9531396,151.1490585
16017,2794,01209 Southridge Hill,2216,New South Wales,Megen,Lorenc,Female,41,1975-11-06,Worker,Health,Yes,5801,3,2017-08-16,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,Megen Lorenc,2017,8,16,Wednesday,2017Q3,47,1702.5499999999997,40-49,2216 New South Wales Australia,-33.9531396,151.1490585
16018,2794,01209 Southridge Hill,2216,New South Wales,Megen,Lorenc,Female,41,1975-11-06,Worker,Health,Yes,14263,63,2017-06-10,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,Megen Lorenc,2017,6,10,Saturday,2017Q2,47,1383.6100000000001,40-49,2216 New South Wales Australia,-33.9531396,151.1490585
16019,2794,01209 Southridge Hill,2216,New South Wales,Megen,Lorenc,Female,41,1975-11-06,Worker,Health,Yes,8169,44,2017-03-28,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,Megen Lorenc,2017,3,28,Tuesday,2017Q1,47,1660.88,40-49,2216 New South Wales Australia,-33.9531396,151.1490585
16021,2795,4903 Hoepker Terrace,3500,Victoria,Shirline,Amar,Female,9,1966-04-11,Assistant,Financial Services,No,14174,75,2017-05-19,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,Shirline Amar,2017,5,19,Friday,2017Q2,57,1010.02,50-59,3500 Victoria Australia,-34.2151229,142.1169401
16022,2795,4903 Hoepker Terrace,3500,Victoria,Shirline,Amar,Female,9,1966-04-11,Assistant,Financial Services,No,5144,70,2017-05-06,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,Shirline Amar,2017,5,6,Saturday,2017Q2,57,198.29000000000002,50-59,3500 Victoria Australia,-34.2151229,142.1169401
16023,2796,149 Browning Terrace,2343,New South Wales,Margette,Vidyapin,Female,52,1977-11-01,Web Designer II,Manufacturing,No,16828,61,2017-12-22,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,Margette Vidyapin,2017,12,22,Friday,2017Q4,45,14.229999999999997,40-49,2343 New South Wales Australia,-31.4297744,150.3037323
16024,2796,149 Browning Terrace,2343,New South Wales,Margette,Vidyapin,Female,52,1977-11-01,Web Designer II,Manufacturing,No,10819,80,2017-11-28,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,Margette Vidyapin,2017,11,28,Tuesday,2017Q4,45,139.2299999999999,40-49,2343 New South Wales Australia,-31.4297744,150.3037323
16025,2796,149 Browning Terrace,2343,New South Wales,Margette,Vidyapin,Female,52,1977-11-01,Web Designer II,Manufacturing,No,7555,46,2017-10-10,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,Margette Vidyapin,2017,10,10,Tuesday,2017Q4,45,1215.34,40-49,2343 New South Wales Australia,-31.4297744,150.3037323
16026,2796,149 Browning Terrace,2343,New South Wales,Margette,Vidyapin,Female,52,1977-11-01,Web Designer II,Manufacturing,No,3108,88,2017-10-09,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,Margette Vidyapin,2017,10,9,Monday,2017Q4,45,817.36,40-49,2343 New South Wales Australia,-31.4297744,150.3037323
16027,2796,149 Browning Terrace,2343,New South Wales,Margette,Vidyapin,Female,52,1977-11-01,Web Designer II,Manufacturing,No,1114,60,2017-02-25,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,Margette Vidyapin,2017,2,25,Saturday,2017Q1,45,217.51,40-49,2343 New South Wales Australia,-31.4297744,150.3037323
16028,2796,149 Browning Terrace,2343,New South Wales,Margette,Vidyapin,Female,52,1977-11-01,Web Designer II,Manufacturing,No,11773,58,2017-01-11,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,Margette Vidyapin,2017,1,11,Wednesday,2017Q1,45,771.12,40-49,2343 New South Wales Australia,-31.4297744,150.3037323
16029,2796,149 Browning Terrace,2343,New South Wales,Margette,Vidyapin,Female,52,1977-11-01,Web Designer II,Manufacturing,No,9061,94,2017-01-02,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,Margette Vidyapin,2017,1,2,Monday,2017Q1,45,641.64,40-49,2343 New South Wales Australia,-31.4297744,150.3037323
16036,2798,4 Rieder Drive,3064,Victoria,Barclay,Gricks,Male,59,1965-02-19,Recruiter,Argiculture,Yes,15824,0,2017-07-29,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,Barclay Gricks,2017,7,29,Saturday,2017Q3,58,110.80999999999995,50-59,3064 Victoria Australia,-37.5424079,144.9391595
16037,2798,4 Rieder Drive,3064,Victoria,Barclay,Gricks,Male,59,1965-02-19,Recruiter,Argiculture,Yes,5242,56,2017-07-17,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,Barclay Gricks,2017,7,17,Monday,2017Q3,58,75.75,50-59,3064 Victoria Australia,-37.5424079,144.9391595
16038,2798,4 Rieder Drive,3064,Victoria,Barclay,Gricks,Male,59,1965-02-19,Recruiter,Argiculture,Yes,8904,100,2017-07-08,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,Barclay Gricks,2017,7,8,Saturday,2017Q3,58,152.54999999999995,50-59,3064 Victoria Australia,-37.5424079,144.9391595
16039,2798,4 Rieder Drive,3064,Victoria,Barclay,Gricks,Male,59,1965-02-19,Recruiter,Argiculture,Yes,5532,0,2017-06-29,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,Barclay Gricks,2017,6,29,Thursday,2017Q2,58,104.24000000000001,50-59,3064 Victoria Australia,-37.5424079,144.9391595
16040,2798,4 Rieder Drive,3064,Victoria,Barclay,Gricks,Male,59,1965-02-19,Recruiter,Argiculture,Yes,16974,0,2017-05-29,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,Barclay Gricks,2017,5,29,Monday,2017Q2,58,356.5,50-59,3064 Victoria Australia,-37.5424079,144.9391595
16049,2800,28905 Hallows Avenue,2320,New South Wales,Dominga,Planke,Female,29,1988-01-09,Cost Accountant,Financial Services,No,8145,31,2017-11-19,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,Dominga Planke,2017,11,19,Sunday,2017Q4,35,57.72999999999999,30-39,2320 New South Wales Australia,-32.7147232,151.5369624
16050,2800,28905 Hallows Avenue,2320,New South Wales,Dominga,Planke,Female,29,1988-01-09,Cost Accountant,Financial Services,No,6350,22,2017-10-05,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,Dominga Planke,2017,10,5,Thursday,2017Q4,35,15.080000000000005,30-39,2320 New South Wales Australia,-32.7147232,151.5369624
16051,2800,28905 Hallows Avenue,2320,New South Wales,Dominga,Planke,Female,29,1988-01-09,Cost Accountant,Financial Services,No,13896,98,2017-07-05,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,Dominga Planke,2017,7,5,Wednesday,2017Q3,35,143.35999999999999,30-39,2320 New South Wales Australia,-32.7147232,151.5369624
16052,2800,28905 Hallows Avenue,2320,New South Wales,Dominga,Planke,Female,29,1988-01-09,Cost Accountant,Financial Services,No,17932,72,2017-06-04,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,Dominga Planke,2017,6,4,Sunday,2017Q2,35,90.09999999999997,30-39,2320 New South Wales Australia,-32.7147232,151.5369624
16053,2800,28905 Hallows Avenue,2320,New South Wales,Dominga,Planke,Female,29,1988-01-09,Cost Accountant,Financial Services,No,11601,56,2017-02-12,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,Dominga Planke,2017,2,12,Sunday,2017Q1,35,45.96000000000001,30-39,2320 New South Wales Australia,-32.7147232,151.5369624
16059,2802,07526 Union Lane,3377,Victoria,Clem,Fosdick,Female,36,1996-09-22,Analyst,Financial Services,No,10753,62,2017-07-11,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,Clem Fosdick,2017,7,11,Tuesday,2017Q3,26,179.44,20-29,3377 Victoria Australia,-37.2971613,142.9170407
16060,2802,07526 Union Lane,3377,Victoria,Clem,Fosdick,Female,36,1996-09-22,Analyst,Financial Services,No,15157,98,2017-06-30,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,Clem Fosdick,2017,6,30,Friday,2017Q2,26,143.35999999999999,20-29,3377 Victoria Australia,-37.2971613,142.9170407
16061,2802,07526 Union Lane,3377,Victoria,Clem,Fosdick,Female,36,1996-09-22,Analyst,Financial Services,No,13976,49,2017-04-26,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,Clem Fosdick,2017,4,26,Wednesday,2017Q2,26,133.38,20-29,3377 Victoria Australia,-37.2971613,142.9170407
16062,2803,53245 Mesta Street,3207,Victoria,Ailsun,Hawlgarth,Female,95,1970-09-30,Senior Editor,Retail,Yes,5441,13,2017-11-30,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,Ailsun Hawlgarth,2017,11,30,Thursday,2017Q4,52,574.6200000000001,50-59,3207 Victoria Australia,-37.8315264,144.9226452
16063,2803,53245 Mesta Street,3207,Victoria,Ailsun,Hawlgarth,Female,95,1970-09-30,Senior Editor,Retail,Yes,3934,24,2017-09-29,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,Ailsun Hawlgarth,2017,9,29,Friday,2017Q3,52,957.02,50-59,3207 Victoria Australia,-37.8315264,144.9226452
16064,2803,53245 Mesta Street,3207,Victoria,Ailsun,Hawlgarth,Female,95,1970-09-30,Senior Editor,Retail,Yes,1913,1,2017-08-09,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Ailsun Hawlgarth,2017,8,9,Wednesday,2017Q3,52,448.67999999999995,50-59,3207 Victoria Australia,-37.8315264,144.9226452
16065,2803,53245 Mesta Street,3207,Victoria,Ailsun,Hawlgarth,Female,95,1970-09-30,Senior Editor,Retail,Yes,16922,50,2017-07-15,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,Ailsun Hawlgarth,2017,7,15,Saturday,2017Q3,52,43.97,50-59,3207 Victoria Australia,-37.8315264,144.9226452
16066,2803,53245 Mesta Street,3207,Victoria,Ailsun,Hawlgarth,Female,95,1970-09-30,Senior Editor,Retail,Yes,14185,40,2017-06-21,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,Ailsun Hawlgarth,2017,6,21,Wednesday,2017Q2,52,583.2700000000001,50-59,3207 Victoria Australia,-37.8315264,144.9226452
16067,2803,53245 Mesta Street,3207,Victoria,Ailsun,Hawlgarth,Female,95,1970-09-30,Senior Editor,Retail,Yes,9954,29,2017-04-25,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,Ailsun Hawlgarth,2017,4,25,Tuesday,2017Q2,52,135.84999999999997,50-59,3207 Victoria Australia,-37.8315264,144.9226452
16080,2806,3140 Hudson Road,3130,Victoria,Thorndike,Glossop,Male,60,1986-05-18,AnalystI,Manufacturing,Yes,19893,30,2017-10-23,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,Thorndike Glossop,2017,10,23,Monday,2017Q4,37,299.27,30-39,3130 Victoria Australia,-37.8258214,145.1541397
